Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
4290000,0.52390546,8.138129,1848.6666666666667,163.691113051441,163.691113051441,1.0
4300000,0.54393625,8.07148,936.6666666666666,88.90222291648388,88.90222291648388,1.0
4310000,0.53702044,8.219648,672.7777777777778,66.59333420048158,66.59333420048158,1.0
4320000,0.5314796,8.388123,886.1,84.13800079673528,84.13800079673528,1.0
4330000,0.50122374,8.329394,1508.3333333333333,139.37555741932658,139.37555741932658,1.0
4340000,0.51021177,8.365755,481.1111111111111,51.215556025505066,51.215556025505066,1.0
4350000,0.5149595,8.398771,487.44444444444446,55.04888939526346,55.04888939526346,1.0
4360000,0.5141905,8.502873,1531.7,142.1520017929375,142.1520017929375,1.0
4370000,0.49882227,8.4949875,1372.5555555555557,125.5444457622038,125.5444457622038,1.0
4380000,0.515052,8.443779,1412.3,129.20600137859583,129.20600137859583,1.0
4390000,0.4962405,8.455538,1227.888888888889,115.02889004846413,115.02889004846413,1.0
4400000,0.4773853,8.4853,1243.2222222222222,111.24444599780772,111.24444599780772,1.0
4410000,0.46607548,8.519082,911.0,96.733334036337,96.733334036337,1.0
4420000,0.49424952,8.580296,962.3333333333334,95.4000012146102,95.4000012146102,1.0
4430000,0.47811896,8.562433,998.7777777777778,96.3311124112871,96.3311124112871,1.0
4440000,0.49224505,8.630608,662.8888888888889,72.97333396805658,72.97333396805658,1.0
4450000,0.48715436,8.664401,1469.7777777777778,144.92222425507174,144.92222425507174,1.0
4460000,0.48294482,8.699176,960.0,83.19555681033268,83.19555681033268,1.0
4470000,0.48001438,8.789047,1129.3636363636363,110.01091039383954,110.01091039383954,1.0
4480000,0.5059802,8.778207,692.0,81.12909173491326,81.12909173491326,1.0
4490000,0.49356344,8.844688,1153.6,113.5860011652112,113.5860011652112,1.0
4500000,0.48567992,8.954854,1101.5454545454545,119.50600126832724,119.50600126832724,1.0
4510000,0.4717159,8.980397,832.2222222222222,82.84000054597854,82.84000054597854,1.0
4520000,0.4759127,9.0778265,826.7,88.51000083088874,88.51000083088874,1.0
4530000,0.49104303,9.071024,1272.5,125.24600105062127,125.24600105062127,1.0
4540000,0.49340814,9.066692,1087.5555555555557,111.32000153180626,111.32000153180626,1.0
4550000,0.48492077,9.172302,606.9,73.072000657022,73.072000657022,1.0
4560000,0.4789213,9.15336,899.3,98.58400051817299,98.58400051817299,1.0
4570000,0.5074624,9.214517,1259.909090909091,128.83454708755016,128.83454708755016,1.0
4580000,0.487786,9.207407,1108.2,120.3080014243722,120.3080014243722,1.0
4590000,0.47294104,9.315262,1292.9,129.01800139173866,129.01800139173866,1.0
4600000,0.4805746,9.241724,807.5555555555555,87.47555682725377,87.47555682725377,1.0
4610000,0.46961614,9.2834635,912.3,96.08400105684996,96.08400105684996,1.0
4620000,0.47146663,9.291317,863.7777777777778,90.85111192779408,90.85111192779408,1.0
4630000,0.45469257,9.38607,785.2727272727273,85.58363713933663,85.58363713933663,1.0
4640000,0.44998953,9.464273,1202.4545454545455,135.7540016695857,135.7540016695857,1.0
4650000,0.4651862,9.425589,1330.0,126.58181931688027,126.58181931688027,1.0
4660000,0.4491915,9.49053,956.2,107.03400118201971,107.03400118201971,1.0
4670000,0.44840115,9.547568,1133.6363636363637,118.33272853425957,118.33272853425957,1.0
4680000,0.4457256,9.573074,897.4,100.27600083425641,100.27600083425641,1.0
4690000,0.44376883,9.666912,923.7272727272727,103.18000123582102,103.18000123582102,1.0
4700000,0.4459861,9.668195,1232.2,126.47200178503991,126.47200178503991,1.0
4710000,0.43749118,9.609936,852.0,93.77500122599304,93.77500122599304,1.0
4720000,0.45639282,9.593933,1103.6,113.85800101980567,113.85800101980567,1.0
4730000,0.45155707,9.671306,832.4,89.34000063538551,89.34000063538551,1.0
4740000,0.44251177,9.765874,714.4,79.1740006878972,79.1740006878972,1.0
4750000,0.444417,9.724043,809.2,88.97000064849854,88.97000064849854,1.0
4760000,0.44418356,9.647009,1265.8,130.416001123935,130.416001123935,1.0
4770000,0.4474776,9.700658,1008.9,110.28200138807297,110.28200138807297,1.0
4780000,0.45448735,9.77162,1018.2727272727273,109.170910470865,109.170910470865,1.0
4790000,0.45216107,9.849805,980.5833333333334,111.02666768307488,111.02666768307488,1.0
4800000,0.46102765,9.767168,769.3333333333334,91.67555648088455,91.67555648088455,1.0
4810000,0.4526192,9.898247,886.7272727272727,102.59272851659493,102.59272851659493,1.0
4820000,0.4556193,9.882,1180.0,128.48800106868148,128.48800106868148,1.0
4830000,0.46502733,9.84666,1097.4,116.60800134763122,116.60800134763122,1.0
4840000,0.44698876,9.80755,1023.4545454545455,102.21818268705498,102.21818268705498,1.0
4850000,0.44631073,9.85049,932.9,103.49800150096416,103.49800150096416,1.0
4860000,0.44883335,9.811128,842.1818181818181,95.40800156146288,95.40800156146288,1.0
4870000,0.4302727,9.867712,1059.2222222222222,107.3040010780096,107.3040010780096,1.0
4880000,0.4479541,9.871124,1097.0,119.70000133737922,119.70000133737922,1.0
4890000,0.45894086,9.837342,1064.8,115.79200135469436,115.79200135469436,1.0
4900000,0.43930915,9.920681,896.2727272727273,101.80545533787121,101.80545533787121,1.0
4910000,0.44263035,10.006483,795.9,92.96400096416474,92.96400096416474,1.0
4920000,0.44468156,10.016176,1062.8,119.08000143617392,119.08000143617392,1.0
4930000,0.44597182,9.964092,1092.111111111111,118.226668022573,118.226668022573,1.0
4940000,0.45597777,9.907744,925.0,101.1022233284182,101.1022233284182,1.0
4950000,0.45097914,9.972564,794.7272727272727,87.73454663292928,87.73454663292928,1.0
4960000,0.4441471,9.990412,1142.1818181818182,129.5600012161515,129.5600012161515,1.0
4970000,0.4546995,9.966717,1098.4545454545455,114.27636481347409,114.27636481347409,1.0
4980000,0.4384493,9.936421,791.2,91.82200088500977,91.82200088500977,1.0
4990000,0.43590623,9.90767,960.6666666666666,106.46000088585748,106.46000088585748,1.0
5000000,0.44290504,9.910504,589.5,70.5100006148219,70.5100006148219,1.0
5010000,0.43078852,9.990185,1280.9166666666667,139.10166844290993,139.10166844290993,1.0
5020000,0.43280163,10.028955,1499.3333333333333,158.25555765132108,158.25555765132108,1.0
5030000,0.42623493,10.073153,772.6,84.2040009200573,84.2040009200573,1.0
5040000,0.43107757,10.065132,860.0909090909091,99.76363711194558,99.76363711194558,1.0
5050000,0.42667824,10.063155,937.4,106.55000115036964,106.55000115036964,1.0
5060000,0.44386205,10.061597,823.3636363636364,98.86363766410135,98.86363766410135,1.0
5070000,0.4352691,10.023395,866.2222222222222,97.70000134491258,97.70000134491258,1.0
5080000,0.4262313,10.059273,1291.75,136.90166819592318,136.90166819592318,1.0
5090000,0.41688865,10.092565,819.2,98.37600103616714,98.37600103616714,1.0
5100000,0.40649423,10.14595,707.2,82.98400120139122,82.98400120139122,1.0
5110000,0.41737822,10.196287,613.7272727272727,75.36000077832828,75.36000077832828,1.0
5120000,0.43135628,10.106565,1315.5555555555557,147.34889070192972,147.34889070192972,1.0
5130000,0.41131,10.214694,1235.6363636363637,139.17636517977172,139.17636517977172,1.0
5140000,0.408265,10.249839,1026.5,111.85800112783909,111.85800112783909,1.0
5150000,0.4170193,10.205681,609.9090909090909,72.89272813363509,72.89272813363509,1.0
5160000,0.40767482,10.247565,1237.7272727272727,138.2436381991614,138.2436381991614,1.0
5170000,0.41461736,10.219721,1086.0,117.62181891568683,117.62181891568683,1.0
5180000,0.40573567,10.189873,683.3,78.98600085228682,78.98600085228682,1.0
5190000,0.42014673,10.201056,935.9166666666666,106.81333460410436,106.81333460410436,1.0
5200000,0.42011118,10.262313,869.2,100.44800097942353,100.44800097942353,1.0
5210000,0.42663053,10.209042,1040.0,114.30444563594129,114.30444563594129,1.0
5220000,0.43241686,10.272716,1250.3636363636363,140.19818357987836,140.19818357987836,1.0
5230000,0.40731922,10.303675,857.8181818181819,97.6454557613893,97.6454557613893,1.0
5240000,0.42325184,10.228451,988.1818181818181,109.91454664075917,109.91454664075917,1.0
5250000,0.42638105,10.225678,603.6363636363636,77.3900007724762,77.3900007724762,1.0
5260000,0.43059775,10.23005,1036.1818181818182,111.9633347839117,111.9633347839117,1.0
5270000,0.42743415,10.254868,918.5,102.80000125169754,102.80000125169754,1.0
5280000,0.43319836,10.291616,996.3,115.77600160464644,115.77600160464644,1.0
5290000,0.43034452,10.236982,962.7272727272727,104.85818291658705,104.85818291658705,1.0
5300000,0.41096163,10.2945175,670.2,78.4500006198883,78.4500006198883,1.0
5310000,0.42289934,10.35504,800.3,96.82200130820274,96.82200130820274,1.0
5320000,0.4333633,10.328306,694.2,85.56400033831596,85.56400033831596,1.0
5330000,0.4235346,10.311651,1023.4545454545455,115.19272831353274,115.19272831353274,1.0
5340000,0.42133704,10.316471,1396.6,154.96000170856715,154.96000170856715,1.0
5350000,0.41826838,10.281144,1315.0,147.4709112156521,147.4709112156521,1.0
5360000,0.426119,10.2214985,814.4,89.12600131630897,89.12600131630897,1.0
5370000,0.42567477,10.231188,778.0,86.22666736568014,86.22666736568014,1.0
5380000,0.4358601,10.18413,829.3,94.51800134032965,94.51800134032965,1.0
5390000,0.43684438,10.163177,1520.5,163.1800020478666,163.1800020478666,1.0
5400000,0.44106272,10.217295,896.5,108.80200113654136,108.80200113654136,1.0
5410000,0.4279001,10.184466,902.5,105.09800058007241,105.09800058007241,1.0
5420000,0.43358445,10.250024,786.4166666666666,95.8866680463155,95.8866680463155,1.0
5430000,0.4415819,10.236653,1105.1,123.72800136432052,123.72800136432052,1.0
5440000,0.4285266,10.222517,792.8181818181819,92.7945466258309,92.7945466258309,1.0
